"mcode","munnom","madr1","madr2","madr3","madr4","mcodpos","mcourriel","mweb","mtel","mfax","mcodedesi","mdes","mgentile","regadm","divrec","mrc","admregionale","horsmrcautoch","mdatcons","mdatregi","msuperf","mpopul","datelec","electype","delectype","elecmode","delecmode","divter","mcm","mcirc","msupft","maire","con1","con2","con3","con4","con5","con6","con7","con8","con9","con10","con11","con12","con13","con14","con15","con16","con17","con18","con19","con20","con21","con22","con23","con24","con25","con26","con27","con28","con29","con30","con31","con32","con33","con34","con35","con36","con37","con38","con39","con40","con41","con42","con43","con44","con45","con46","con47","con48","con49","con50","con51","con52","con53","con54","con55","con56","con57","con58","con59","con60","con61","con62","con63","con64","con65","con66","con67","con68","con69","con70","con71","con72","con73","con74","con75","dirgen","dirsecpub","tres","gref","sectres","polic","incen","loisir","trvpub","mesurg","urban","communic","permis","batim","nd"
"99045","Eastmain","147, rue Shabow","Eastmain","C.P. 90","Eastmain","J0M1W0","info@eastmain.ca","www.eastmain.ca","8199770211","8199770281","07","Village cri (Terre de la catégorie","Eastmainwi, Iyiyou","Nord-du-Québec (10)","Nord-du-Québec (99)","","","oui","1978-06-28","","335.1","0","","B","En bloc / tout le conseil","E","Élection","","","Ungava (938)","313.64","Edward Gilpin","Bessy Tomatuk","Kenneth Gilpin","Gregory Mayappo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Poste vacant","","Poste vacant","","","","","","","","","",""
"45093","Eastman","160, chemin George-Bonnallie","Eastman","160, chemin George-Bonnallie","Eastman","J0E1P0","info@eastman.quebec","eastman.quebec","4502973440","4502973448","05","Municipalité","Eastmanois, oise*","Estrie (05)","Memphrémagog (45)","MRC Memphrémagog (450)","","","2001-05-30","","77.11","2499","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Orford (120)","73.15","Nathalie Lemaire","Maurice Séguin","Lucie Lanteigne","Boileau Yves","Carol Boivin","Patrick McDonald","Charles Simard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Marc-Antoine  Bazinet","","Nancy Descôteaux","","Marc-Antoine  Bazinet","","Daniel Lefebvre","Mélanie Savoie","Alexis L'Heureux-Riel","Marc-Antoine  Bazinet","","Geneviève Lapalme","","Marie-Claude Desbois",""
"99060","Eeyou Istchee Baie-James","2, rue des Rapides","Matagami","C.P. 819","Matagami","J0Y2A0","gouvernement@greibj-eijbrg.ca","www.greibj.ca","8197392030","8197392713","40","Gouvernement régional","","Nord-du-Québec (10)","Nord-du-Québec (99)","","","non","1971-07-14","","274623.3","1224","2025-11-02","B","En bloc / tout le conseil","E","Élection","","","Ungava (938)","223489.18","Mandy Gull","Daniel Bellerose","Franko Bolduc","Curtis Bosum","Kenneth Cheezo","Cyr Manon","René Dubé","André Elliott","Steve Gamache","Christina Gilpin","Norman A. Wapachee","Marcel Happyjack","Mélanie Hébert","Daisy House Lameboy","Clarence Jolly","Thomas Neeposh","Alain Poirier (Chibougamau)","Alain Poirier (Lebel-su-Quévillon)","Julie Rivard","Clarke Shecapio","Nelson Tremblay","Robbie Kawapit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Real Fugere","Poste Vacant","","","Poste Vacant","","Poste Vacant","Johanne Lacasse","","","","",""
"83075","Egan-Sud","95, route 105","Egan-Sud","95, route 105","Egan-Sud","J9E3A9","info@egan-sud.ca","www.egan-sud.ca","8194491702","8194497423","05","Municipalité","Eganois, oise*","Outaouais (07)","La Vallée-de-la-Gatineau (83)","MRC La Vallée-de-la-Gatineau (830)","","","1920-11-17","","51.03","520","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Gatineau (614)","49.68","Neil Gagnon","Patrick Feeny","Gilles Patry","Pierre Laramée","Jeannot Emond","Jean-René Martin","Yvan St-Amour","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mariette Rochon","","","","Mariette Rochon","","","","","Louise St-Amour","","","Daniel Gagnon","",""
"69050","Elgin","933, chemin de la 2e-Concession","Elgin","933, chemin de la 2e-Concession","Elgin","J0S2E0","dg@munelgin.ca","www.municipalites-du-quebec.ca/elgin/","4502642320","4502646846","05","Municipalité","Elginois,oise*, elginite(ang)","Montérégie (16)","Le Haut-Saint-Laurent (69)","MRC Le Haut-Saint-Laurent (690)","","","1855-07-01","","69.51","383","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Huntingdon (216)","69.15","Deborah Stewart","Justin Moss","James Gaw","Donald Bergevin","David Drummond","Markus Liebl","Matthew Wallace","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Guylaine Carrière","","","","Guylaine Carrière","","","","Tim Gavin","","","","Myranne Brunette","",""
"62053","Entrelacs","2351, chemin d'Entrelacs","Entrelacs","2351, chemin d'Entrelacs","Entrelacs","J0T2E0","info@entrelacs.com","www.entrelacs.com","4502282529","4502284866","05","Municipalité","Entrelacois, oise*","Lanaudière (14)","Matawinie (62)","MRC Matawinie (620)","","","1860-01-01","","56.17","1045","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Bertrand (588)","47.82","Sophie Galarneau","Carole Monette-Riopel","Jeane Francoeur","Bertrand Lévesque","Denis Monette","Réjean Larochelle","Sylvain Riopel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Martine Guindon","","","","Martine Guindon","","François Morin","","","Martine Guindon","","","","",""
"06025","Escuminac","13, rue de l'Église","Pointe-à-la-Garde ","13, rue de l'Église","Pointe-à-la-Garde ","G0C2M0","munescuminac@globetrotter.net","www.escuminac.org","4187885644","4187882613","05","Municipalité","","Gaspésie--Îles-de-la-Madeleine (11)","Avignon (06)","MRC Avignon (060)","","","1907-10-10","","108.93","628","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Bonaventure (850)","108.48","Robert Bruce Wafer","Robert Belzile","Maxime Cellard","Léon Arseneault","Raymond Perkinson","Roch Savoie","Jean-Marc Vallée","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chimène Ngomanda","","","","Chimène Ngomanda","","Renaud Lebreux","","","","","","","",""
"10005","Esprit-Saint","121, rue Principale","Esprit-Saint","121, rue Principale","Esprit-Saint","G0K1A0","muni.esprit@globetrotter.net","www.municipalite.esprit-saint.qc.ca","4187792716","0000000000","05","Municipalité","Spiritois, oise","Bas-Saint-Laurent (01)","Rimouski-Neigette (10)","MRC Rimouski-Neigette (100)","","","1972-05-13","","170.52","324","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Rimouski (838)","169.58","Langis Proulx","Jean-Serge Dubé","Goudreault Michel","Poste Vacant","Poste Vacant","Gaston Soucy","Maryse Lepage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Allan Baker","","","","Allan Baker","","","","","","Patrick Labrie","","Poste Vacant","",""
"95802","Essipit","","","","","","","","0000000000","0000000000","20","Réserve indienne","Essipiulnu","Côte-Nord (09)","La Haute-Côte-Nord (95)","","","oui","","",".82","309","","B","En bloc / tout le conseil","","","","","René-Lévesque (906)",".82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77011","Estérel","115, chemin Dupuis","Estérel","115, chemin Dupuis","Estérel","J0T1E0","info@villedesterel.com","www.villedesterel.com","4502283232","4502283737","10","Ville","Estérellois, oise*","Laurentides (15)","Les Pays-d'en-Haut (77)","MRC Les Pays-d'en-Haut (770)","","","2006-01-01","","16.55","292","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Bertrand (588)","12.81","Frank Pappas","Annemarie Masson","Majorie Boyer","Debra Margles","Alexander Weil","Alain Leclerc","Charles Coulson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nadine Bonneau","","Nadine Bonneau","Karell Morin","","","","","","","","","","",""
"46112","Farnham","477, rue de l'Hôtel-de-Ville","Farnham","477, rue de l'Hôtel-de-Ville","Farnham","J2N2H3","administration@ville.farnham.qc.ca","www.ville.farnham.qc.ca","4502933178","4502932989","10","Ville","Farnhamien, ienne*","Estrie (05)","Brome-Missisquoi (46)","MRC Brome-Missisquoi (460)","","","2000-03-08","","93.95","10848","2025-11-02","B","En bloc / tout le conseil","E","Élection","District","","Brome-Missisquoi (204)","92.3","Patrick Melchior","Nathalie Dépeault","Daniel Campbell","Sylvie Ouellette","Claude Benjamin","Olivier Surprenant","Jean-Yves Boulianne","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Marielle Benoit","","Julie Laguë","Marielle Benoit","","","Patrick Morin","","Mark Fontaine","","","Annie Lévesque","","",""
"80005","Fassett","19, rue Gendron","Fassett","19, rue Gendron","Fassett","J0V1H0","dg@village-fassett.com","www.village-fassett.com","8194236943","8194235388","05","Municipalité","Fassettois, oise*","Outaouais (07)","Papineau (80)","MRC Papineau (800)","","","1855-07-01","","14.85","471","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Papineau (626)","13.03","François Clermont","Gabriel Rousseau","Marcel Lavergne","Claude Joubert","Lyne Gagnon","Sébastien Tremblay","Jean-Yves Pagé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chantal Laroche","","","","Chantal Laroche","","Daniel Bisson","","Daniel Bisson","","","","Pierre Villeneuve","Pierre Villeneuve",""
"94220","Ferland-et-Boilleau","461, route 381 C.P. 260","Succ. 461, Route 381, Ferland-et-Boilleau","461, route 381 C.P. 260","Succ. 461, Route 381, Ferland-et-Boilleau","G0V1H0","dg@munfb.ca","www.ferlandetboilleau.ca","4186762282","4185443092","05","Municipalité","Ferboillien, ienne*","Saguenay--Lac-Saint-Jean (02)","Le Saguenay-et-son-Fjord (94)","MRC Le Fjord-du-Saguenay (942)","","","1978-01-01","","410.42","696","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Dubuc (914)","390.7","Hervé Simard","Grégoire Girard","Claude Paquet","Caroline Chayer","Janic Gagnon","Jean Simard","Samuel Choquette","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nancy Girard","","","","","","","","","","","","Éric Bolduc","",""
"79097","Ferme-Neuve","125, 12e Rue","Ferme-Neuve","125, 12e Rue","Ferme-Neuve","J0W1C0","reception@munfn.ca","www.municipalite.ferme-neuve.qc.ca","8195873400","0000000000","05","Municipalité","Fermeneuvien, ienne*","Laurentides (15)","Antoine-Labelle (79)","MRC Antoine-Labelle (790)","","","1997-12-24","","876.31","2785","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Labelle (594)","779.81","Diane Sirard","Sylvain Leduc","Sébastien Lavoie","Jean-Claude Ratelle","Richard Lévesque","Michel Venne","Yvon Forget","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bernadette Ouellette","","","","Bernadette Ouellette","","Mathieu Meilleur","Sonia Lachaine","Michel Deslauriers","Bernadette Ouellette","","","Véronique Larose","",""
"97035","Fermont","100, place Daviault","Fermont","C.P. 2010","Fermont","G0G1J0","administration@villedefermont.qc.ca","www.villedefermont.qc.ca","4182875411","4182875413","10","Ville","Fermontois, oise*","Côte-Nord (09)","Sept-Rivières - Caniapiscau (97)","MRC Caniapiscau (972)","","","1974-10-15","","503.06","2181","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Duplessis (902)","451.84","Martin St-Laurent","Bernard Dupont","Danny Bouchard","Cindy Vignola","Marco Ouellet","Daniel Bergeron","Shannon Power","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Claude Gagné","","Sandra Gagnon","Marie Philippe Couture","","","Yann Shaw","Marie-Pier Allard","","","","Marie Philippe Couture","Jimmy Morneau","",""
"95045","Forestville","1, avenue 2e","Forestville","1, avenue 2e","Forestville","G0T1E0","greffe@forestville.ca","www.forestville.ca","4185872285","4185876212","10","Ville","Forestvillois, oise*","Côte-Nord (09)","La Haute-Côte-Nord (95)","MRC La Haute-Côte-Nord (950)","","","1980-01-05","","244.42","2842","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","René-Lévesque (906)","192.98","Micheline Anctil","Jannie Tremblay","Mario Desbiens","Richard Foster","Gina L'Heureux","Nadine Gagné","Carol Girard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tremblay Dominique","","Tremblay Dominique","Tremblay Dominique","","","Martin Bouchard","Gina  Foster","Poste Vacant","","","","","",""
"84060","Fort-Coulonge","134, rue Principale","Fort-Coulonge","134, rue Principale","Fort-Coulonge","J0X1V0","administration@fortcoulonge.qc.ca","www.fortcoulonge.qc.ca","8196832259","8196833627","06","Village","Coulongien, ienne*","Outaouais (07)","Pontiac (84)","MRC Pontiac (840)","","","1888-12-15","","3.17","1251","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Pontiac (608)","2.96","Christine Francoeur","Lucie Bertrand","Philippe Ouellet","Gaétan Graveline","Debbie Laporte","Nathalie Denault","Lise A. Romain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Naomie Rivet","","","","Naomie Rivet","","Gaétan Fortin","","Michel Ladouceur","","","","Michel Ladouceur","",""
"38047","Fortierville","198, rue de la Fabrique","Fortierville","198, rue de la Fabrique","Fortierville","G0S1J0","municipalite@fortierville.com","www.fortierville.com","8192875922","8192870322","05","Municipalité","Fortiervillois, oise*","Centre-du-Québec (17)","Bécancour (38)","MRC Bécancour (380)","","","1998-06-03","","44.63","677","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Nicolet-Bécancour (150)","44.39","Julie Pressé","Marc Lemay","Michel Fortier","Yannick Pressé","Éric Guillot","Maxime Guillot","Julie Lemay","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Annie Jacques","","","","Annie Jacques","","Guy Lemieux","","Benoit Tousignant","","","","Christian Soucy","",""
